主要诊断编码,主要诊断名称,其他诊断编码,其他诊断名称,并发症评级,病案数
P59.000,与早产有关的新生儿黄疸,P22.100x003,新生儿肺水肿,合并症/并发症,12
P59.000,与早产有关的新生儿黄疸,P24.901,新生儿吸入性肺炎,合并症/并发症,3
P59.000,与早产有关的新生儿黄疸,P27.100,起源于围生期的支气管肺发育不良,严重合并症/并发症,8
P59.000,与早产有关的新生儿黄疸,P28.400,新生儿的其他呼吸暂停,严重合并症/并发症,17
P59.000,与早产有关的新生儿黄疸,P28.500,新生儿呼吸衰竭,严重合并症/并发症,3
P59.000,与早产有关的新生儿黄疸,P36.900,新生儿的细菌性脓毒症,严重合并症/并发症,14
P59.000,与早产有关的新生儿黄疸,P39.200,胎儿羊膜腔内感染，不可归类在他处者,严重合并症/并发症,28
P59.000,与早产有关的新生儿黄疸,P39.300,新生儿泌尿道感染,严重合并症/并发症,9
P59.000,与早产有关的新生儿黄疸,P39.900,特发于围生期的感染,合并症/并发症,51
P59.000,与早产有关的新生儿黄疸,P54.800x002,新生儿结膜出血,合并症/并发症,8
P59.000,与早产有关的新生儿黄疸,P54.801,新生儿视网膜出血,合并症/并发症,21
P59.000,与早产有关的新生儿黄疸,P61.000,短暂性新生儿血小板减少,严重合并症/并发症,3
P59.000,与早产有关的新生儿黄疸,P61.200,早产性贫血,严重合并症/并发症,42
P59.000,与早产有关的新生儿黄疸,P70.400x001,新生儿低血糖症,合并症/并发症,74
P59.000,与早产有关的新生儿黄疸,P71.100,新生儿低钙血症，其他的,合并症/并发症,4
P59.000,与早产有关的新生儿黄疸,P74.001,新生儿短暂性代谢性酸中毒,合并症/并发症,12
P59.000,与早产有关的新生儿黄疸,P74.002,新生儿呼吸性酸中毒,合并症/并发症,14
P59.000,与早产有关的新生儿黄疸,P74.302,新生儿低钾血症,合并症/并发症,9
P59.000,与早产有关的新生儿黄疸,P74.802,新生儿低蛋白血症,合并症/并发症,5
P59.000,与早产有关的新生儿黄疸,P92.800x003,新生儿喂养不耐受,合并症/并发症,6
P59.000,与早产有关的新生儿黄疸,Q21.100,房间隔缺损,严重合并症/并发症,5
P59.000,与早产有关的新生儿黄疸,Q21.101,中央型房间隔缺损(卵圆孔型),严重合并症/并发症,4
P59.000,与早产有关的新生儿黄疸,Q25.000,动脉导管未闭,严重合并症/并发症,10
P59.801,新生儿病理性黄疸,A49.900,细菌性感染,合并症/并发症,82
P59.801,新生儿病理性黄疸,J18.900,肺炎,合并症/并发症,3
P59.801,新生儿病理性黄疸,P03.601,,合并症/并发症,4
P59.801,新生儿病理性黄疸,P05.001,低体重儿,合并症/并发症,4
P59.801,新生儿病理性黄疸,P07.300,早产婴儿，其他的,合并症/并发症,3
P59.801,新生儿病理性黄疸,P23.900,先天性肺炎,合并症/并发症,6
P59.801,新生儿病理性黄疸,P28.800x903,新生儿上呼吸道感染,合并症/并发症,7
P59.801,新生儿病理性黄疸,Q21.100,房间隔缺损,严重合并症/并发症,7
P59.801,新生儿病理性黄疸,Q25.000,动脉导管未闭,严重合并症/并发症,3
P59.801,新生儿病理性黄疸,R21.x00x001,过敏性皮疹,合并症/并发症,9
P59.901,新生儿高胆红素血症,A41.900,脓毒症,严重合并症/并发症,5
P59.901,新生儿高胆红素血症,D69.600,血小板减少,合并症/并发症,3
P59.901,新生儿高胆红素血症,G93.801,室管膜病,合并症/并发症,12
P59.901,新生儿高胆红素血症,H10.900,结膜炎,合并症/并发症,11
P59.901,新生儿高胆红素血症,I50.906,心肌损害,严重合并症/并发症,25
P59.901,新生儿高胆红素血症,J18.000,支气管肺炎,合并症/并发症,6
P59.901,新生儿高胆红素血症,J18.900,肺炎,合并症/并发症,3
P59.901,新生儿高胆红素血症,P00.800,,合并症/并发症,4
P59.901,新生儿高胆红素血症,P03.601,,合并症/并发症,3
P59.901,新生儿高胆红素血症,P05.001,低体重儿,合并症/并发症,5
P59.901,新生儿高胆红素血症,P05.102,足月小样低体重儿,合并症/并发症,37
P59.901,新生儿高胆红素血症,P07.100,其他低出生体重（1000-2499克）,合并症/并发症,6
P59.901,新生儿高胆红素血症,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,26
P59.901,新生儿高胆红素血症,P07.300,早产婴儿，其他的,合并症/并发症,71
P59.901,新生儿高胆红素血症,P07.300x001,早产儿,合并症/并发症,5
P59.901,新生儿高胆红素血症,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,8
P59.901,新生儿高胆红素血症,P12.300,产伤引起的头皮挫伤,合并症/并发症,26
P59.901,新生儿高胆红素血症,P15.300,眼的产伤,合并症/并发症,24
P59.901,新生儿高胆红素血症,P15.901,新生儿挤压综合征,合并症/并发症,3
P59.901,新生儿高胆红素血症,P22.100x003,新生儿肺水肿,合并症/并发症,4
P59.901,新生儿高胆红素血症,P23.900,先天性肺炎,合并症/并发症,26
P59.901,新生儿高胆红素血症,P24.901,新生儿吸入性肺炎,合并症/并发症,29
P59.901,新生儿高胆红素血症,P28.800x101,新生儿鼻塞,合并症/并发症,3
P59.901,新生儿高胆红素血症,P29.301,新生儿持续性肺动脉高压,合并症/并发症,3
P59.901,新生儿高胆红素血症,P29.400,新生儿短暂性心肌缺血,合并症/并发症,217
P59.901,新生儿高胆红素血症,P29.401,新生儿缺血缺氧性心肌损害,合并症/并发症,43
P59.901,新生儿高胆红素血症,P29.800x201,新生儿心脏生理性杂音,合并症/并发症,20
P59.901,新生儿高胆红素血症,P36.900,新生儿的细菌性脓毒症,严重合并症/并发症,10
P59.901,新生儿高胆红素血症,P36.901,新生儿脓毒症,严重合并症/并发症,12
P59.901,新生儿高胆红素血症,P39.200,胎儿羊膜腔内感染，不可归类在他处者,严重合并症/并发症,29
P59.901,新生儿高胆红素血症,P39.300,新生儿泌尿道感染,严重合并症/并发症,113
P59.901,新生儿高胆红素血症,P39.900,特发于围生期的感染,合并症/并发症,59
P59.901,新生儿高胆红素血症,P54.800x002,新生儿结膜出血,合并症/并发症,3
P59.901,新生儿高胆红素血症,P54.801,新生儿视网膜出血,合并症/并发症,16
P59.901,新生儿高胆红素血症,P55.101,新生儿ABO溶血性黄疸,严重合并症/并发症,3
P59.901,新生儿高胆红素血症,P57.900,核黄疸,严重合并症/并发症,4
P59.901,新生儿高胆红素血症,P57.901,新生儿胆红素脑病,严重合并症/并发症,24
P59.901,新生儿高胆红素血症,P61.000,短暂性新生儿血小板减少,严重合并症/并发症,4
P59.901,新生儿高胆红素血症,P61.100,新生儿红细胞增多症,合并症/并发症,6
P59.901,新生儿高胆红素血症,P61.200,早产性贫血,严重合并症/并发症,7
P59.901,新生儿高胆红素血症,P61.401,新生儿贫血,合并症/并发症,20
P59.901,新生儿高胆红素血症,P70.400x001,新生儿低血糖症,合并症/并发症,38
P59.901,新生儿高胆红素血症,P70.801,新生儿高血糖症,合并症/并发症,3
P59.901,新生儿高胆红素血症,P74.001,新生儿短暂性代谢性酸中毒,合并症/并发症,3
P59.901,新生儿高胆红素血症,P74.800x003,新生儿乳糖代谢紊乱,合并症/并发症,7
P59.901,新生儿高胆红素血症,P74.802,新生儿低蛋白血症,合并症/并发症,4
P59.901,新生儿高胆红素血症,P74.900,新生儿暂时性代谢紊乱,合并症/并发症,5
P59.901,新生儿高胆红素血症,P78.300x001,新生儿非感染性腹泻,合并症/并发症,11
P59.901,新生儿高胆红素血症,P83.500,先天性鞘膜积液,合并症/并发症,8
P59.901,新生儿高胆红素血症,P83.500x002,先天性睾丸鞘膜积液,合并症/并发症,3
P59.901,新生儿高胆红素血症,P92.800x001,新生儿喂养不当,合并症/并发症,4
P59.901,新生儿高胆红素血症,P92.800x003,新生儿喂养不耐受,合并症/并发症,3
P59.901,新生儿高胆红素血症,P92.900,新生儿喂养问题,合并症/并发症,4
P59.901,新生儿高胆红素血症,Q21.100,房间隔缺损,严重合并症/并发症,42
P59.901,新生儿高胆红素血症,Q21.101,中央型房间隔缺损(卵圆孔型),严重合并症/并发症,161
P59.901,新生儿高胆红素血症,Q21.103,上腔型房间隔缺损(高位缺损或静脉窦缺损),严重合并症/并发症,5
P59.901,新生儿高胆红素血症,Q21.200,房室间隔缺损,严重合并症/并发症,3
P59.901,新生儿高胆红素血症,Q22.801,先天性三尖瓣关闭不全,严重合并症/并发症,4
P59.901,新生儿高胆红素血症,Q25.000,动脉导管未闭,严重合并症/并发症,33
P59.901,新生儿高胆红素血症,R18.x00,腹水,合并症/并发症,14
P59.901,新生儿高胆红素血症,R18.x00x005,腹腔积液,合并症/并发症,3
P59.901,新生儿高胆红素血症,R93.401,肾超声检查异常,合并症/并发症,3
P61.100,新生儿红细胞增多症,P05.102,足月小样低体重儿,合并症/并发症,4
P61.100,新生儿红细胞增多症,P07.100,其他低出生体重（1000-2499克）,合并症/并发症,3
P61.100,新生儿红细胞增多症,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,6
P61.100,新生儿红细胞增多症,P07.300,早产婴儿，其他的,合并症/并发症,10
P61.100,新生儿红细胞增多症,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,5
P61.100,新生儿红细胞增多症,P39.200,胎儿羊膜腔内感染，不可归类在他处者,严重合并症/并发症,5
P61.100,新生儿红细胞增多症,P39.300,新生儿泌尿道感染,严重合并症/并发症,3
P61.100,新生儿红细胞增多症,P39.900,特发于围生期的感染,合并症/并发症,3
P61.100,新生儿红细胞增多症,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,13
P61.100,新生儿红细胞增多症,P61.000,短暂性新生儿血小板减少,严重合并症/并发症,4
P61.100,新生儿红细胞增多症,P70.400x001,新生儿低血糖症,合并症/并发症,14
P61.200,早产性贫血,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,3
P61.200,早产性贫血,P07.300,早产婴儿，其他的,合并症/并发症,6
P61.200,早产性贫血,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,3
P61.200,早产性贫血,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,4
P61.200,早产性贫血,P74.802,新生儿低蛋白血症,合并症/并发症,3
P70.400x001,新生儿低血糖症,E16.108+G94.8*,低血糖性脑病,合并症/并发症,3
P70.400x001,新生儿低血糖症,P05.102,足月小样低体重儿,合并症/并发症,19
P70.400x001,新生儿低血糖症,P05.900,胎儿生长缓慢,合并症/并发症,3
P70.400x001,新生儿低血糖症,P07.100,其他低出生体重（1000-2499克）,合并症/并发症,13
P70.400x001,新生儿低血糖症,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,43
P70.400x001,新生儿低血糖症,P07.300,早产婴儿，其他的,合并症/并发症,43
P70.400x001,新生儿低血糖症,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,29
P70.400x001,新生儿低血糖症,P22.100x003,新生儿肺水肿,合并症/并发症,4
P70.400x001,新生儿低血糖症,P23.900,先天性肺炎,合并症/并发症,5
P70.400x001,新生儿低血糖症,P28.400,新生儿的其他呼吸暂停,严重合并症/并发症,3
P70.400x001,新生儿低血糖症,P29.400,新生儿短暂性心肌缺血,合并症/并发症,8
P70.400x001,新生儿低血糖症,P36.900,新生儿的细菌性脓毒症,严重合并症/并发症,4
P70.400x001,新生儿低血糖症,P39.200,胎儿羊膜腔内感染，不可归类在他处者,严重合并症/并发症,7
P70.400x001,新生儿低血糖症,P39.300,新生儿泌尿道感染,严重合并症/并发症,4
P70.400x001,新生儿低血糖症,P39.900,特发于围生期的感染,合并症/并发症,16
P70.400x001,新生儿低血糖症,P54.801,新生儿视网膜出血,合并症/并发症,8
P70.400x001,新生儿低血糖症,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,31
P70.400x001,新生儿低血糖症,P61.000,短暂性新生儿血小板减少,严重合并症/并发症,4
P70.400x001,新生儿低血糖症,P61.100,新生儿红细胞增多症,合并症/并发症,5
P70.400x001,新生儿低血糖症,P74.001,新生儿短暂性代谢性酸中毒,合并症/并发症,3
P70.400x001,新生儿低血糖症,P74.002,新生儿呼吸性酸中毒,合并症/并发症,9
P70.400x001,新生儿低血糖症,P92.800x003,新生儿喂养不耐受,合并症/并发症,5
P70.400x001,新生儿低血糖症,Q21.101,中央型房间隔缺损(卵圆孔型),严重合并症/并发症,7
P70.400x001,新生儿低血糖症,Q25.000,动脉导管未闭,严重合并症/并发症,4
P70.401,新生儿顽固性低血糖,P05.102,足月小样低体重儿,合并症/并发症,3
P70.401,新生儿顽固性低血糖,P23.900,先天性肺炎,合并症/并发症,3
P70.401,新生儿顽固性低血糖,P91.800x001,新生儿脑病,严重合并症/并发症,4
P74.001,新生儿短暂性代谢性酸中毒,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,11
P74.001,新生儿短暂性代谢性酸中毒,P07.300,早产婴儿，其他的,合并症/并发症,14
P74.001,新生儿短暂性代谢性酸中毒,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,3
P74.001,新生儿短暂性代谢性酸中毒,P39.900,特发于围生期的感染,合并症/并发症,3
P74.001,新生儿短暂性代谢性酸中毒,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,9
P74.002,新生儿呼吸性酸中毒,P05.102,足月小样低体重儿,合并症/并发症,3
P74.002,新生儿呼吸性酸中毒,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,11
P74.002,新生儿呼吸性酸中毒,P07.300,早产婴儿，其他的,合并症/并发症,9
P74.002,新生儿呼吸性酸中毒,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,3
P74.002,新生儿呼吸性酸中毒,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,11
P77.x01,新生儿坏死性小肠结肠炎,P07.300,早产婴儿，其他的,合并症/并发症,3
P77.x01,新生儿坏死性小肠结肠炎,P36.900,新生儿的细菌性脓毒症,严重合并症/并发症,5
P77.x01,新生儿坏死性小肠结肠炎,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,3
P77.x01,新生儿坏死性小肠结肠炎,P70.801,新生儿高血糖症,合并症/并发症,3
P78.200x001,新生儿咽下综合征,P54.800x002,新生儿结膜出血,合并症/并发症,3
P83.301,新生儿水肿,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,3
P91.400,新生儿大脑抑制,P05.102,足月小样低体重儿,合并症/并发症,4
P91.400,新生儿大脑抑制,P07.100,其他低出生体重（1000-2499克）,合并症/并发症,12
P91.400,新生儿大脑抑制,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,59
P91.400,新生儿大脑抑制,P07.102,低出生体重儿（1000-1499克）,合并症/并发症,3
P91.400,新生儿大脑抑制,P07.300,早产婴儿，其他的,合并症/并发症,65
P91.400,新生儿大脑抑制,P07.300x001,早产儿,合并症/并发症,3
P91.400,新生儿大脑抑制,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,38
P91.400,新生儿大脑抑制,P12.300,产伤引起的头皮挫伤,合并症/并发症,5
P91.400,新生儿大脑抑制,P15.300,眼的产伤,合并症/并发症,9
P91.400,新生儿大脑抑制,P22.000,新生儿呼吸窘迫综合征,严重合并症/并发症,15
P91.400,新生儿大脑抑制,P22.100x003,新生儿肺水肿,合并症/并发症,3
P91.400,新生儿大脑抑制,P22.900,新生儿的呼吸窘迫,严重合并症/并发症,3
P91.400,新生儿大脑抑制,P23.600,先天性肺炎，其他细菌性病原体引起的,合并症/并发症,4
P91.400,新生儿大脑抑制,P23.900,先天性肺炎,合并症/并发症,5
P91.400,新生儿大脑抑制,P24.102,新生儿羊水吸入综合征,合并症/并发症,7
P91.400,新生儿大脑抑制,P24.900,新生儿吸入综合征,合并症/并发症,16
P91.400,新生儿大脑抑制,P24.901,新生儿吸入性肺炎,合并症/并发症,6
